"POINT_ID"|"sample_ID"|"X_LAEA"|"Y_LAEA"|"coarse"|"clay"|"silt"|"sand"|"pH_in_H2O"|"pH_in_CaCl"|"OC"|"CaCO3"|"N"|"P_x"|"K"|"CEC"|"Notes"|"GPS_LAT"|"GPS_LONG"|"X"|"Country"|"PTotal"|"Corine_LU"|"coords_x1"|"coords_x2"|"SURV_DATE"|"LC1"|"LC-parent"|"LC-Group"|"LC2"|"OBS_RADIUS"|"LU1"|"LU2"|"LC1_SPECIE"|"LC1_PERCEN"|"LC2_SPECIE"|"LC2_PERCEN"|"AREA_SIZE"|"TREES_HEIG"|"FEATURES_W"|"LAND_MNGT"|"WM_WATER_M"|"WM_SRC_IRR"|"WM_TYP_IRR"|"WM_DELIVER"|"SOIL_SURVE"|"SOIL_PLOUG"|"SOIL_CROP"|"SOIL_STONE"|"STRATA"|"STRATA2"|"nuts3"|"nuts0"|"area0"|"nuts1"|"area1"|"nuts2"|"area2"|"area3"|"Transect"|"CLIMANR"|"MAIN_CLIMA"|"LC"|"lc_GROUP"|"WRB_COD"|"AnnualPrec"|"WRB_LV1"|"ParMat1"|"ParMat2"|"Elevation(m)"|"slope (Degrees)"|"LONG"|"LAT"|"geom_X"|"geom_Y"
26521974|17844|2652000|1974000|8|10|14|76|4.84|3.75|76.5|0|3.2|13.2|80.1|6.7||38.92962|9.36144|14767|"Portugal"|126.21|29|2652000|1974000|"09JUL2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U400"|"8"||5||0|3|2|2|2|8|0|0|0|1|2|4|1|4|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"D10;21;C10;D10;21;D10;24;61;2;61;2;B82;D10;X"|"5.3"|5|"D"|"D1"|"CM"|728.000000522286|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|150|3.43363046646118|-9.36143999975616|38.9296199995634|2652001.14840615|1973999.19078789
26561964|17845|2656000|1964000|28|41|48|11|7.31|6.81|25.3|7|2.2|12.8|159.8|65.3||38.85139|9.2905|14768|"Portugal"|367.16|12|2656000|1964000|"08JUL2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||2||0|3|0|0|2|1|2|2|8|1|1|4|1|1|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"B16;F00;1;31;1;F00;B16"|"5.3"|5|"B"|"B1"|"CM"|728.000000522286|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|154|7.73519086837769|-9.29050000007487|38.8513900000485|2655999.6553206|1964000.90034446
26581768|17641|2658000|1768000|14|25|29|46|7.4|6.96|56.9|56|5.2|119.8|884|25.4||37.13911|8.77525|14572|"Portugal"|1419.24|20|2658000|1768000|"07JUN2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U400"|"8"||5||0|3|0|0|2|8|0|0|0|1|2|3|3|1|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"E30;D10;61;A;1"|"5.7"|5|"E"|"E3"|"LV"|446.290001995116|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|56|0|-8.77525000018733|37.1391100001264|2658000.29713378|1768000.58232429
26581792|17643|2658000|1792000|18|26|49|25|6.09|5.43|19.7|2|2|0|118.9|6.7||37.34975|8.83372|14574|"Portugal"|245.45|28|2658000|1792000|"17JUN2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U400"|"8"||5||0|3|0|0|2|8|0|0|0|1|2|2|4|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"D20;PI(;D10;61;)PI;D10;E30;D20;61"|"5.3"|5|"D"|"D2"|"PZ"|473.660000106692|"Podzol"|"metamorphic rocks"|"acid regional metamorphic rocks"|16|9.64804553985596|-8.8337200003777|37.3497500002624|2658000.75753974|1792000.19148085
26581954|17846|2658000|1954000|11|34|37|29|8.21|7.52|14.5|128|1.4|22.5|227|26.9||38.76854|9.2421|14769|"Portugal"|349.92|21|2658000|1954000|"07JUL2009:00:00:00"|"B41"|"B4"|"B"|"8"|1|"U113"|"8"||4||0|1|0|0|2|8|0|0|0|1|1|1|4|3|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"B41;E30;11;62;11;E30;A"|"5.3"|5|"B"|"B4"|"VR"|665.170001888275|"Vertisol"|"igneous rocks"|"basic plutonic rocks"|182|4.29863834381104|-9.2421000002148|38.7685399997213|2657999.53496881|1954001.13219986
26601784|17644|2660000|1784000|24|22|53|25|5.41|4.53|72.1|0|3.8|0|158.1|10.6||37.28397|8.79225|14575|"Portugal"|188.04|23|2660000|1784000|"18JUN2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U400"|"8"||5||0|3|1|0|2|8|0|0|0|1|2|3|3|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"D10;61;C10;C30"|"5.3"|5|"D"|"D1"|"LV"|473.660000106692|"Luvisol"|"metamorphic rocks"|"acid regional metamorphic rocks"|93|2.94687962532043|-8.7922499999375|37.2839700002154|2660000.41693081|1783999.67444285
26601978|17831|2660000|1978000|7|22|39|39|7.66|7.15|24.3|20|2|0|242.3|14.2||38.98283|9.28225|14754|"Portugal"|345.26|2|2660000|1978000|"09JUL2009:00:00:00"|"B71"|"B7"|"B"|"E30"|2|"U361"|"8"||2||4|3|0|0|2|8|0|0|0|1|2|3|1|3|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"B71;E30;B71;23;62;A"|"5.3"|5|"B"|"B7"|"CM"|728.000000522286|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|96|2.56063890457153|-9.28225000003744|38.9828300000045|2660000.07441198|1978000.27147372
26621974|17843|2662000|1974000|19|11|17|72|6.95|6.32|22.4|2|1.4|0|73.9|6.4||38.95245|9.24936|14766|"Portugal"|148.17|25|2662000|1974000|"09JUL2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U400"|"8"||5||0|3|2|2|2|8|0|0|0|1|2|3|2|4|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"D10;61;D10;PI(;D10;)PI;E30;D10;PI(;D10;)PI"|"5.3"|5|"D"|"D1"|"CM"|728.000000522286|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|269|5.06319808959961|-9.24935999956426|38.9524500001674|2662001.27636428|1974002.37065992
26701780|17639|2670000|1780000|19|39|48|13|4.99|4.21|20.5|1|1.8|0|103|5.3||37.2709|8.6729|14570|"Portugal"|295.08|29|2670000|1780000|"03JUN2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U364"|"8"||5||0|2|1|0|2|8|0|0|0|1|2|2|4|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"D10;C10;PI(;D10;)PI;D10"|"5.7"|5|"D"|"D1"|"LV"|473.660000106692|"Luvisol"|"metamorphic rocks"|"weakly metamorphic rocks"|173|1.46044516563416|-8.672899999935|37.270900000035|2670000.45878845|1779999.0757613
26702014|17839|2670000|2014000|2|16|16|67|5.96|4.97|24.1|0|1.5|13.6|138.2|8.2||39.32008|9.2644|14762|"Portugal"|352.95|29|2670000|2014000|"28JUL2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"U112"|"C1E"|3||4|3|2|2|2|5|0|0|0|1|2|2|1|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;F00;C10;D20;21;D20;21;D20;61;D20;D10;21;D10;21;C10"|"5.3"|5|"C"|"C1"|"LV"|616.92999856621|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|164|1.2809591293335|-9.26439999976014|39.3200800003918|2670000.15056664|2013999.89140811
26741814|17646|2674000|1814000|5|3|9|87|5.77|4.82|13.7|0|1.2|23.1|38.9|5.9||37.57817|8.7117|14577|"Portugal"|215.08|20|2674000|1814000|"15JUN2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|3|0|0|1|5|0|0|0|1|2|4|2|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E20;A;E10;C10;61;C10;71;D10;32;D10;1;62;D10"|"5.3"|5|"E"|"E2"|"PZ"|501.589998844266|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|74|1.14576280117035|-8.71169999955526|37.5781700001455|2674000.95625888|1814000.8950251
26741964|17842|2674000|1964000|9|32|54|14|6.65|5.9|63.8|1|5.2|0|456.4|32.3||38.89219|9.08885|14765|"Portugal"|399.28|33|2674000|1964000|"10JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U150"|"8"||4||0|3|0|0|2|8|0|0|0|1|2|3|2|4|0|"PT171"|"PT"|91957|"PT1"|88840|"PT17"|2852|1350|"E30;D20;X"|"5.3"|5|"E"|"E3"|"VR"|621.810002613068|"Vertisol"|"igneous rocks"|"basic plutonic rocks"|324|1.21524477005005|-9.0888499999275|38.8921900001684|2674003.19292941|1964000.70185029
26741986|17832|2674000|1986000|3|42|50|8|7.99|7.36|19.7|299|1.1|12.4|219.4|23.1||39.08452|9.14597|14755|"Portugal"|361.47|15|2674000|1986000|"15JUL2009:00:00:00"|"B82"|"B8"|"B"|"E30"|2|"U111"|"U112"||4||3|2|0|0|2|1|1|16|8|1|1|2|2|2|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"B82;E30;B82;F00;B82;F00;B82;F00;B82"|"5.3"|5|"B"|"B8"|"CM"|621.810002613068|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|146|6.46731853485107|-9.14596999991551|39.0845200003977|2674000.32832907|1985999.94010253
26761768|17647|2676000|1768000|18|34|38|28|7.54|7.13|59.5|52|4.5|44.2|990.6|37.1||37.17865|8.57821|14578|"Portugal"|1099.98|16|2676000|1768000|"02JUN2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||4||0|1|0|0|1|5|0|0|0|1|2|3|1|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"E30;61;24;61;1;B82;C10;G20;D10;B76;61;B76"|"5.7"|5|"E"|"E3"|"LV"|446.290001995116|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|15|2.59240627288818|-8.57821000039115|37.1786499996978|2675999.99513768|1767998.14454774
26761786|17638|2676000|1786000|24|29|54|16|4.78|4.17|47.3|0|2.6|0|78.3|5.8||37.33677|8.62161|14569|"Portugal"|363.3|29|2676000|1786000|"03JUN2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U364"|"8"||4||0|3|0|0|2|8|0|0|0|1|2|4|2|3|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"D20;61;D10"|"5.6"|5|"D"|"D2"|"LV"|473.660000106692|"Luvisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|366|0.405135601758957|-8.62160999990152|37.3367699997357|2676000.4310483|1786000.53479698
26761804|17645|2676000|1804000|9|20|17|64|5.51|4.41|15.3|0|1|0|71.7|1||37.4948|8.6653|14576|"Portugal"|291.09|29|2676000|1804000|"16JUN2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U120"|"8"|"C1E"|4||0|3|2|2|2|8|0|0|0|1|2|2|1|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;23;E10;71;E10;E20;E10;E20"|"5.6"|5|"C"|"C1"|"LV"|473.660000106692|"Luvisol"|"metamorphic rocks"|"weakly metamorphic rocks"|190|7.74553775787354|-8.6653000001948|37.4948000001199|2675999.76416349|1804000.35171244
26761864|17703|2676000|1864000|5|1|6|93|6.67|6.04|7|2|0.3|0|22.5|2.7||38.0211|8.81298|14633|"Portugal"|11.38|24|2676000|1864000|"25JUN2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|3||0|4|2|2|2|8|0|0|0|1|2|3|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C20;61;C20;61;C20"|"5.3"|5|"C"|"C2"|"PZ"|512.170001503825|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|28|4.52022743225098|-8.81297999992699|38.0210999996653|2676000.70278267|1863999.20498924
26761998|17838|2676000|1998000|13|7|13|80|4.55|3.81|18.1|0|0.6|0|48.2|3.7||39.19392|9.1548|14761|"Portugal"|29.33|23|2676000|1998000|"29JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"U400"|"C1E"|4||3|3|2|2|2|8|0|0|0|1|2|3|2|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;D10;C10;61;C10"|"5.3"|5|"C"|"C1"|"LV"|612.560003875941|"Luvisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|116|3.45733523368835|-9.15479999972018|39.1939200002079|2676000.24889317|1997999.50859572
26762002|17741|2676000|2002000|12|7|8|85|7.44|6.71|5.2|1|0.6|0|111.5|9.7||39.22889|9.16528|14670|"Portugal"|341.57|15|2676000|2002000|"29JUL2009:00:00:00"|"B72"|"B7"|"B"|"E30"|2|"U111"|"8"||3||2|1|0|0|2|1|16|4|8|1|2|3|2|2|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"B72;E30;B72;E30;61;24;B71;62;24;B81;E30;C20;24;C20"|"5.3"|5|"B"|"B7"|"CM"|612.560003875941|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|35|2.06493425369263|-9.1652800000719|39.2288900003733|2675999.4427265|2002001.52218586
26781816|17642|2678000|1816000|27|18|37|45|5.71|4.68|50.6|0|2.7|0|0|8.1||37.60452|8.67254|14573|"Portugal"|95.34|22|2678000|1816000|"15JUN2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U364"|"8"||4||0|4|2|2|2|8|0|0|0|1|2|3|3|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"D10;C10;61;C10;D20;C10"|"5.6"|5|"D"|"D1"|"RG"|501.589998844266|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|54|0.405135601758957|-8.67254000042061|37.6045200002978|2678000.92606286|1815999.94703591
26802028|17885|2680000|2028000|4|4|9|88|6.02|5.09|10.3|0|0.7|0|42.2|7.4||39.46509|9.1885|14808|"Portugal"|296.55|25|2680000|2028000|"13JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C1E"|4||3|3|2|2|2|8|0|0|0|1|2|1|1|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;D10;C10;C20;D10;C10"|"5.3"|5|"C"|"C1"|"LV"|682.120000180602|"Luvisol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|81|0.905850350856781|-9.1884999997751|39.4650900002034|2679999.33935347|2028000.18663479
26821846|17706|2682000|1846000|12|30|51|19|5.86|4.98|21.8|1|2|21.4|108.9|5||37.87653|8.70201|14636|"Portugal"|613.65|12|2682000|1846000|"29JUN2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|2|2|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E30;F00;23;F00;E20;71;E30;F00;E30;23;F00;E20;23;A;B16"|"5.6"|5|"E"|"E3"|"LV"|512.170001503825|"Luvisol"|"consolidated-clastic-sedimentary rocks"|"consolidated-clastic-sedimentary rocks"|161|3.08249473571777|-8.7020099996617|37.8765300003593|2682000.7003683|1845998.92710439
26821876|17702|2682000|1876000|1|1|3|96|5.21|4.36|11.3|1|0.6|0|28.3|6||38.13959|8.77637|14632|"Portugal"|241.47|20|2682000|1876000|"25JUN2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"||2||0|1|0|0|2|8|0|0|0|1|2|4|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C20;23;F00;A;F00;23;71;C20;F00;E30"|"5.3"|5|"C"|"C2"|"PZ"|550.160001064092|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|12|1.21524477005005|-8.77636999967569|38.1395899995788|2681999.3111892|1876000.22117171
26841758|17622|2684000|1758000|16|23|16|62|7.88|7.25|10.3|50|1.1|0|237.1|12.4||37.10823|8.46671|14553|"Portugal"|232.95|19|2684000|1758000|"11MAY2009:00:00:00"|"B84"|"B8"|"B"|"E30"|2|"U111"|"8"|"B84K"|2||4|2|0|0|2|5|0|0|0|1|2|2|2|2|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"B84;E30;B74;61;B84;11;21;D10;61;21;E30;21;E30"|"5.7"|5|"B"|"B8"|"CM"|439.469997514039|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|55|0.810230672359467|-8.4667099999665|37.1082299997148|2683998.52639862|1758000.159233
26841764|17648|2684000|1764000|12|38|38|25|7.86|7.44|28.5|65|2.3|0|533.6|27||37.16097|8.48103|14579|"Portugal"|92.88|16|2684000|1764000|"29MAY2009:00:00:00"|"B84"|"B8"|"B"|"E30"|2|"U112"|"8"|"B84K"|3||4|2|0|0|2|5|0|0|0|1|2|3|1|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"B84;E30;61;D10;71;D10;32;1;62;D10;21;D10;23;61"|"5.7"|5|"B"|"B8"|"LV"|439.469997514039|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|18|0.405135601758957|-8.48103000023428|37.1609700000655|2683998.85219677|1764000.75947674
26841826|17710|2684000|1826000|30|20|62|18|5.71|4.7|20.3|0|1.9|14.8|133.1|3.3||37.70546|8.63085|14640|"Portugal"|1209.15|12|2684000|1826000|"30JUN2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|3|0|0|1|5|0|0|0|1|2|2|2|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E20;23;61;B12"|"5.6"|5|"E"|"E2"|"RG"|501.589998844266|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|124|1.62013745307922|-8.63084999972767|37.7054600002788|2683999.88336461|1825999.65988997
26841836|17699|2684000|1836000|18|30|44|26|5.71|4.84|39.5|0|3.2|19.3|182.3|7.6||37.79322|8.65533|14629|"Portugal"|224.52|12|2684000|1836000|"30JUN2009:00:00:00"|"B54"|"B5"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|1|5|0|0|0|1|1|2|3|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"B54;24;B54"|"5.6"|5|"B"|"B5"|"RG"|501.589998844266|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|153|1.2809591293335|-8.65532999997947|37.7932200004028|2684000.51108791|1836000.60204592
26841944|17742|2684000|1944000|1|2|4|94|5.68|4.77|6.8|0|0.7|36.3|69.7|1||38.73965|8.92555|14671|"Portugal"|892.92|13|2684000|1944000|"03AUG2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||2||0|2|0|0|2|1|16|2|8|1|2|2|2|1|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"E30;F00;E30;21;PI(;Bx1;23;Bx1;)PI"|"5.3"|5|"E"|"E3"|"PZ"|589.029994826764|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|12|2.94687962532043|-8.92555000023231|38.7396500002474|2684000.61853074|1944000.10969373
26842028|17886|2684000|2028000|2|3|4|93|6.72|6.31|21.6|1|1.9|55.8|100.6|13.2||39.47415|9.1433|14809|"Portugal"|272.93|21|2684000|2028000|"14JUL2009:00:00:00"|"F00"|"F0"|"F"|"8"|1|"U111"|"8"||3||0|1|0|0|3|5|0|0|0|1|1|2|1|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"F00;11;23;62;23;B12;24;B12;2;32;2;B15;24;B15;2"|"5.3"|5|"F"|"F0"|"PZ"|682.120000180602|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|7|1.21524477005005|-9.14329999999495|39.4741499998227|2683999.52533268|2027999.38028244
26881938|17743|2688000|1938000|11|5|23|72|5.89|4.93|18.8|1|1.5|0|105.3|4.3||38.69605|8.86556|14672|"Portugal"|974.03|23|2688000|1938000|"03AUG2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"U112"|"C19"|3||4|4|2|2|1|5|0|0|0|1|2|2|2|4|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"C10;E30;C10"|"5.3"|5|"C"|"C1"|"PZ"|621.170000751317|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|18|3.66371822357178|-8.86556000009386|38.6960499996079|2687998.64845563|1938000.40014872
26881988|17837|2688000|1988000|9|31|24|45|7.23|6.83|27.3|9|2|0|352.5|21.2||39.13356|8.99378|14760|"Portugal"|727.04|20|2688000|1988000|"29JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|3|3|1|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"E30"|"5.3"|5|"E"|"E3"|"CM"|612.560003875941|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|94|2.18070459365845|-8.99377999994698|39.133560000094|2687999.88327744|1988000.56892445
26921850|17705|2692000|1850000|20|14|44|42|6.12|5.16|12.9|1|1.1|0|90.8|2.2||37.93362|8.60125|14635|"Portugal"|414.1|23|2692000|1850000|"27JUN2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|3|0|0|1|5|0|0|0|1|2|2|3|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E20;31;E30;C10;23;C10"|"5.6"|5|"E"|"E2"|"LV"|512.170001503825|"Luvisol"|"metamorphic rocks"|"acid regional metamorphic rocks"|105|2.06493425369263|-8.60124999988756|37.9336199998631|2691999.97816609|1850000.62512343
26921874|17701|2692000|1874000|10|14|31|55|5.96|4.99|26|0|1.6|0|199.9|9.2||38.14413|8.66043|14631|"Portugal"|314.9|23|2692000|1874000|"25JUN2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"8"|"C19"|3||4|3|2|2|1|8|0|0|0|1|2|3|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;E30;23;C10"|"5.6"|5|"C"|"C1"|"RG"|550.160001064092|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|250|1.2809591293335|-8.66043000044414|38.1441300002993|2691999.90232189|1873999.92891674
26921896|17700|2692000|1896000|1|1|3|96|6.26|4.88|4.6|1|0.2|0|15.2|1||38.33701|8.71514|14630|"Portugal"|619.89|29|2692000|1896000|"23JUN2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C3A"|4||0|4|2|2|2|8|0|0|0|1|2|3|1|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C30;61;C30"|"5.3"|5|"C"|"C3"|"PZ"|550.160001064092|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|37|3.81645083427429|-8.715139999911|38.3370099998117|2691999.9107517|1896000.73308448
26941804|17640|2694000|1804000|13|24|48|28|6.33|5.63|31.8|0|2.4|0|355|10.1||37.53417|8.46725|14571|"Portugal"|533.31|29|2694000|1804000|"05JUN2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"8"|"C19"|2||4|3|2|2|2|8|0|0|0|1|2|3|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;E30;C10;61;D10;C10;D10;32;D10"|"5.6"|5|"C"|"C1"|"RG"|512.269998485595|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|133|1.71835803985596|-8.46724999968768|37.5341699999456|2693999.55868464|1804001.38552143
26941810|17709|2694000|1810000|28|16|37|47|5.58|4.61|31.5|1|2.3|0|134.9|4.2||37.58685|8.48174|14639|"Portugal"|418.22|12|2694000|1810000|"01JUL2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U400"|"8"||5||0|2|1|0|2|8|0|0|0|1|2|3|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"D10;C10;C30;F00;D10;71;D10;D20"|"5.6"|5|"D"|"D1"|"RG"|512.269998485595|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|131|0|-8.48173999970118|37.5868500002274|2693998.76627406|1809999.48354812
26941984|17740|2694000|1984000|4|24|30|46|6.11|5.2|18.2|0|1.5|0|173|9.1||39.11202|8.91597|14669|"Portugal"|207.39|20|2694000|1984000|"30JUL2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"U112"|"C19"|2||4|3|2|2|1|5|0|0|0|1|2|2|2|4|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"C10;E30;C10;24;23;E30;G10;E30;C10;E30"|"5.3"|5|"C"|"C1"|"CM"|612.560003875941|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|76|2.46286654472351|-8.91597000001542|39.1120199996233|2693999.62707838|1984001.23949509
26942016|17888|2694000|2016000|15|13|17|69|4.71|3.96|10.1|2|0.8|0|36.1|6.2||39.39186|8.99891|14811|"Portugal"|144.88|25|2694000|2016000|"14JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C1E"|4||3|4|2|2|2|8|0|0|0|1|2|1|2|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;D10;C10;61;C10"|"5.3"|5|"C"|"C1"|"LV"|612.560003875941|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|187|1.14576280117035|-8.99890999999644|39.3918600001389|2693999.67671257|2016001.75781916
26961834|17698|2696000|1834000|23|15|45|41|5.77|4.78|15.3|0|1.1|0|82.9|7.6||37.80194|8.5179|14628|"Portugal"|320.17|22|2696000|1834000|"29JUN2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C19"|2||3|4|2|2|2|8|0|0|0|1|1|1|3|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;D10;C10;E30;61;E30;61;E30;C10;D10"|"5.6"|5|"C"|"C1"|"LV"|512.269998485595|"Luvisol"|"consolidated-clastic-sedimentary rocks"|"consolidated-clastic-sedimentary rocks"|100|4.12451791763306|-8.51789999988506|37.8019399996313|2695999.22779499|1833999.37848123
26961978|17739|2696000|1978000|7|7|18|75|6.36|5.81|14|1|1.5|27.2|230.4|2.9||39.06399|8.87806|14668|"Portugal"|269.31|18|2696000|1978000|"30JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|2|2|1|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"E30;24;E30;23;E30;63;PI(;23;1;61;Bx1;)PI"|"5.3"|5|"E"|"E3"|"SC"|621.810002613068|"Solonchak"|"unconsolidated deposits (alluvium"|"marine and estuarine clays and silts"|9|2.91899490356445|-8.8780600000689|39.0639899997387|2695998.71406867|1978001.16499132
