"POINT_ID"|"sample_ID"|"X_LAEA"|"Y_LAEA"|"coarse"|"clay"|"silt"|"sand"|"pH_in_H2O"|"pH_in_CaCl"|"OC"|"CaCO3"|"N"|"P_x"|"K"|"CEC"|"Notes"|"GPS_LAT"|"GPS_LONG"|"X"|"Country"|"PTotal"|"Corine_LU"|"coords_x1"|"coords_x2"|"SURV_DATE"|"LC1"|"LC-parent"|"LC-Group"|"LC2"|"OBS_RADIUS"|"LU1"|"LU2"|"LC1_SPECIE"|"LC1_PERCEN"|"LC2_SPECIE"|"LC2_PERCEN"|"AREA_SIZE"|"TREES_HEIG"|"FEATURES_W"|"LAND_MNGT"|"WM_WATER_M"|"WM_SRC_IRR"|"WM_TYP_IRR"|"WM_DELIVER"|"SOIL_SURVE"|"SOIL_PLOUG"|"SOIL_CROP"|"SOIL_STONE"|"STRATA"|"STRATA2"|"nuts3"|"nuts0"|"area0"|"nuts1"|"area1"|"nuts2"|"area2"|"area3"|"Transect"|"CLIMANR"|"MAIN_CLIMA"|"LC"|"lc_GROUP"|"WRB_COD"|"AnnualPrec"|"WRB_LV1"|"ParMat1"|"ParMat2"|"Elevation(m)"|"slope (Degrees)"|"LONG"|"LAT"|"geom_X"|"geom_Y"
48802772|62061|4880000|2772000|7|18|71|12|8.13|7.55|13.7|317|1.3|0|82.3|12.3||47.80706|17.47315|10104|"Hungary"|698.79|12|4880000|2772000|"18AUG2009:00:00:00"|"B32"|"B3"|"B"|"8"|1|"U111"|"8"||1||0|4|0|0|2|5|0|0|0|1|1|1|1|1|0|"HU221"|"HU"|93013|"HU2"|36606|"HU22"|11323|4206|"B32;1;2;32;2;1;B32"|"4.5999999999999996"|4|"B"|"B3"|"PH"|579.06000052467|"Phaeozem"|"unconsolidated deposits (alluvium"|"unconsolidated deposits (alluvium/ weathering residuum and slope deposits)"|108|1.14576280117035|17.4731500003722|47.8070599999191|4880000.58626694|2771998.96229013
48802816|20855|4880000|2816000|2|24|70|6|8.13|7.34|28.4|215|2.4|30.1|136.7|28.5||48.20065|17.53132|16480|"Slovakia"|1107.44|12|4880000|2816000|"12JUN2009:00:00:00"|"B31"|"B3"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|1|1|1|1|0|"SK021"|"SK"|49012|"SK0"|49012|"SK02"|14986|4144|"B31"|"4.5999999999999996"|4|"B"|"B3"|"PH"|573.439999256283|"Phaeozem"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|114|0|17.5313200002179|48.2006500002973|4879998.57151657|2815998.81215191
48802898|848|4880000|2898000|8|51|38|11|7.65|7.2|24.5|108|2.9|160.6|2747.4|31.8||48.93387|17.64291|1505|"Czech Republic"|851.13|18|4880000|2898000|"29MAY2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U364"|"8"||5||0|1|0|0|2|8|0|0|0|1|2|3|1|3|1|"CZ072"|"CZ"|78870|"CZ0"|78870|"CZ07"|9229|3962|"E20;31;1;62;1;31;D10;E20"|"4.9000000000000004"|4|"E"|"E2"|"CM"|583.149999830872|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|414|6.45483016967773|17.6429100002964|48.9338700002004|4879999.00342641|2898000.44631318
48802924|846|4880000|2924000|10|24|50|26|4.74|4.15|23.9|0|1.8|0|78.7|9.7||49.16626|17.67919|1503|"Czech Republic"|456.33|23|4880000|2924000|"27MAY2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C22"|5||0|3|2|2|2|8|0|0|0|1|2|4|1|4|0|"CZ072"|"CZ"|78870|"CZ0"|78870|"CZ07"|9229|3962|"C20;C10;62;31;C10;C20"|"4.9000000000000004"|4|"C"|"C2"|"CM"|633.950000089407|"Cambisol"|"metamorphic rocks"|"weakly metamorphic rocks"|418|7.26462650299072|17.6791899997187|49.1662599996993|4880000.81004943|2923999.44345468
48802988|788|4880000|2988000|21|14|46|40|4.93|4.85|41.7|3|2.6|18.8|78.6|11.5||49.73816|17.77031|1445|"Czech Republic"|479.47|25|4880000|2988000|"05MAY2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C32"|5||0|4|2|2|2|8|0|0|0|1|2|3|2|4|0|"CZ080"|"CZ"|78870|"CZ0"|78870|"CZ08"|5428|5428|"C30;62;C20;C10;61;C30"|"4.5.1"|4|"C"|"C3"|"CM"|626.77999689132|"Cambisol"|"metamorphic rocks"|"weakly metamorphic rocks"|372|1.66997158527374|17.7703100001065|49.7381600003837|4880001.24236212|2987998.69891871
48803000|786|4880000|3e+06|19|20|56|24|6.29|5.76|18.9|1|1.8|27.5|151.7|9.2||49.84538|17.78768|1443|"Czech Republic"|784.93|12|4880000|3e+06|"06MAY2009:00:00:00"|"B13"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|2|1|1|1|0|"CZ080"|"CZ"|78870|"CZ0"|78870|"CZ08"|5428|5428|"B13;24;B13;24;11;62;E20;B32;1;23;E20"|"4.5"|4|"B"|"B1"|"CM"|626.77999689132|"Cambisol"|"unconsolidated deposits (alluvium"|"residual and redeposited loams from silicate rocks"|464|3.64137053489685|17.7876799998322|49.8453800003867|4879999.93199485|2999999.85135394
48803042|15917|4880000|3042000|3|18|72|10|7.06|6.45|12|2|1.1|49.6|280.5|13||50.22054|17.8493|12889|"Poland"|501.5|12|4880000|3042000|"03SEP2009:00:00:00"|"B45"|"B4"|"B"|"8"|1|"U111"|"8"||4||0|3|0|0|2|5|0|0|0|1|2|3|2|1|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"B45;E20;61;B16;B32"|"4.5"|4|"B"|"B4"|"CM"|594.509999523312|"Cambisol"|"eolian deposits"|"loess"|263|1.66997158527374|17.8492999995954|50.2205399998212|4879999.76123608|3041998.56624381
48803078|15913|4880000|3078000|18|9|29|61|3.73|2.98|146.8|0|5.9|76.9|152.9|2.3||50.54207|17.90307|12885|"Poland"|362.04|24|4880000|3078000|"27AUG2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U400"|"8"|"C15"|5||0|4|2|2|2|8|0|0|0|1|2|4|1|4|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"C10;C20"|"4.5"|4|"C"|"C1"|"PZ"|572.020000553131|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|193|11.6152572631836|17.9030699997807|50.5420700001305|4879997.65023864|3078001.15883481
48803176|16334|4880000|3176000|12|11|19|70|6.91|6.32|9.3|2|1|67.8|112.3|8.6||51.41692|18.05439|13301|"Poland"|574.49|12|4880000|3176000|"03JUN2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|5|0|0|0|1|1|1|2|1|0|"PL416"|"PL"|311926|"PL4"|66255|"PL41"|29827|5785|"B11;1;A;B11"|"4.5"|4|"B"|"B1"|"PZ"|541.449999077618|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|167|3.08249473571777|18.0543900000985|51.4169199995584|4880007.2465734|3175997.59584463
48803204|16101|4880000|3204000|5|10|33|57|6.59|6.11|13|1|1.6|24|72.5|10.9||51.66684|18.09881|13071|"Poland"|493.17|12|4880000|3204000|"10JUN2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||3||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL416"|"PL"|311926|"PL4"|66255|"PL41"|29827|5785|"B16;1;B16;E20"|"4.5"|4|"B"|"B1"|"FL"|486.5999992311|"Fluvisol"|"unconsolidated deposits (alluvium"|"fluvial clays/ silts and loams"|112|8.45570278167725|18.0988099998817|51.6668399998662|4879999.96718394|3204000.44932131
48803212|16100|4880000|3212000|3|12|30|58|6.15|5.72|21.4|1|2|22.8|46.9|12.9||51.73821|18.11097|13070|"Poland"|514.37|12|4880000|3212000|"10JUN2009:00:00:00"|"B11"|"B1"|"B"|"B13"|1|"U111"|"8"||3||3|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL416"|"PL"|311926|"PL4"|66255|"PL41"|29827|5785|"B11;1;B11"|"4.5"|4|"B"|"B1"|"FL"|486.5999992311|"Fluvisol"|"unconsolidated deposits (alluvium"|"fluvial clays/ silts and loams"|99|0|18.1109700003653|51.7382099995918|4879954.17699739|3211993.09480568
48803234|16104|4880000|3234000|6|4|11|85|5.33|4.86|7.6|0|0.9|54.6|123.2|3.2||51.93453|18.14719|13074|"Poland"|309.22|12|4880000|3234000|"11JUN2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||4||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL416"|"PL"|311926|"PL4"|66255|"PL41"|29827|5785|"B16;1;62;1;B18"|"4.5"|4|"B"|"B1"|"GL"|504.750002402067|"Gleysol"|"unconsolidated deposits (alluvium"|"marine and estuarine clays and silts"|119|13.4561634063721|18.1471899997188|51.9345300003593|4880000.35060244|3233999.62590174
48803330|16131|4880000|3330000|3|14|21|65|7.64|7.08|15|8|1.5|61.6|410.2|15.2||52.79097|18.30651|13101|"Poland"|752.29|12|4880000|3330000|"11JUL2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL615"|"PL"|311926|"PL6"|60152|"PL61"|17971|8247|"B11;B13;B11"|"4.5"|4|"B"|"B1"|"PH"|542.210002052784|"Phaeozem"|"unconsolidated deposits (alluvium"|"marine and estuarine clays and silts"|76|4.00417280197144|18.3065100002364|52.7909699997657|4879975.59673061|3330004.17568393
48803410|17196|4880000|3410000|4|6|30|64|4.75|4.3|7.7|0|0.9|26.7|60.3|2.9||53.50445|18.44604|14093|"Poland"|344.44|12|4880000|3410000|"19MAY2009:00:00:00"|"A11"|"A1"|"A"|"8"|1|"U370"|"8"||5||0|2|0|0|3|8|0|0|0|1|2|3|1|1|0|"PL614"|"PL"|311926|"PL6"|60152|"PL61"|17971|6808|"A;23;B11;23;E20;23;B14;A;23;B45;23;B43;A"|"4.5"|4|"A"|"A1"|"LV"|542.210002052784|"Luvisol"|"unconsolidated glacial deposits/glacial drift"|"marine and estuarine clays and silts"|88|0.905850350856781|18.446040000046|53.5044500003673|4880007.68827487|3410021.42490861
48804824|20414|4880000|4824000|17|3|34|63|5.09|4.12|14.2|0|0.7|0|41.4|1||66.07975|22.330492|21579|"Sweden"|198.22|24|4880000|4824000|"15SEP2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C3E"|5||0|4|2|2|2|8|0|0|0|1|2|1|1|4|0|"SE332"|"SE"|449158|"SE3"|314216|"SE33"|165075|105862|"C30;D10;H12;C20"|"2.2000000000000002"|2|"C"|"C3"|"PZ"|609.780000734329|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|144|1.62013745307922|22.3304920001058|66.0797499998627|4879997.46099257|4824000.14814197
48804914|20465|4880000|4914000|17|6|26|69|4.36|3.43|78.1|0|2.1|40.7|156|8.9||66.877777|22.725528|21623|"Sweden"|342.16|24|4880000|4914000|"16SEP2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C31"|4||0|4|2|2|2|8|0|0|0|1|2|1|2|4|0|"SE332"|"SE"|449158|"SE3"|314216|"SE33"|165075|105862|"C30;C20"|"2.2000000000000002"|2|"C"|"C3"|"PZ"|500.469999837875|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|180|3.43363046646118|22.7255279997175|66.8777769999087|4880003.70679004|4914001.91526925
48804976|20605|4880000|4976000|8|5|14|82|3.86|2.9|113.1|0|2.4|25.2|121.6|8.3||67.42724|23.01411|21761|"Sweden"|176.45|36|4880000|4976000|"08SEP2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C31"|4||0|3|2|2|2|8|0|0|0|1|2|1|1|4|0|"SE332"|"SE"|449158|"SE3"|314216|"SE33"|165075|105862|"C30;C20"|"2.2000000000000002"|2|"C"|"C3"|"PZ"|520.489998817444|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|233|1.62013745307922|23.0141099995769|67.4272400001259|4879998.99961598|4976001.46786747
48821792|14350|4882000|1792000|5|12|33|55|6.97|5.82|5.8|2|0.7|0|130.7|5.8||39.0019|16.44488|11423|"Italy"|340.16|21|4882000|1792000|"29MAY2009:00:00:00"|"B81"|"B8"|"B"|"E30"|2|"U111"|"8"||3||4|2|0|0|2|5|0|0|0|1|2|2|2|2|0|"ITF63"|"IT"|301391|"ITF"|73267|"ITF6"|15085|2390|"B81;E30;B82;E30;A;C10;A;C10;B81;F00;B82;F00"|"5.8"|5|"B"|"B8"|"CM"|967.339997509867|"Cambisol"|"metamorphic rocks"|"acid regional metamorphic rocks"|717|0|16.4448800000121|39.0018999998852|4881999.72203185|1792002.29604524
48821918|14382|4882000|1918000|25|45|44|11|7.6|7.32|8.4|73|0.9|0|369.4|25.3||40.13992|16.55566|11454|"Italy"|364.82|12|4882000|1918000|"18JUN2009:00:00:00"|"B54"|"B5"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"ITF52"|"IT"|301391|"ITF"|73267|"ITF5"|9992|3447|"B54;D20"|"5.4"|5|"B"|"B5"|"RG"|599.159999892861|"Regosol"|"unconsolidated deposits (alluvium"|"residual and redeposited clays from calcareous rocks"|228|0.405135601758957|16.5556599996094|40.139920000008|4881760.19935193|1918137.33627354
48822002|14424|4882000|2002000|15|17|64|18|7.93|7.12|20.6|19|2.3|0|946.1|27||40.8954|16.63712|11490|"Italy"|410.43|12|4882000|2002000|"19MAY2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|4|0|0|1|5|0|0|0|1|2|3|3|1|0|"ITF42"|"IT"|301391|"ITF"|73267|"ITF4"|19355|5132|"E30;E20;62;1;F00;1;21;1;F00;B54"|"5.7"|5|"E"|"E3"|"CM"|732.970002260804|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|452|1.46044516563416|16.6371199996883|40.8954000003098|4882002.03437372|2002005.67318984
48823010|782|4882000|3010000|6|22|74|4|6.96|6.46|13.9|2|1.6|73.1|216.6|14.1||49.9328|17.82997|1439|"Czech Republic"|514.59|12|4882000|3010000|"14MAY2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|2|1|1|1|0|"CZ080"|"CZ"|78870|"CZ0"|78870|"CZ08"|5428|5428|"B11"|"4.5"|4|"B"|"B1"|"LV"|618.53999882713|"Luvisol"|"eolian deposits"|"loess"|304|0.905850350856781|17.8299700003153|49.93280000012|4882000.18290397|3009999.59796221
48823064|15910|4882000|3064000|13|6|56|38|6.15|5.46|10.4|0|0.9|36.2|138.8|3.1||50.41511|17.91003|12882|"Poland"|474.76|12|4882000|3064000|"26AUG2009:00:00:00"|"B14"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|3|0|0|2|5|0|0|0|1|2|4|3|1|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"B14;B18;B14"|"4.5"|4|"B"|"B1"|"LV"|594.509999523312|"Luvisol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|192|14.9403295516968|17.9100299996848|50.4151099999266|4881996.77574838|3064000.68566687
48823082|15914|4882000|3082000|4|31|36|34|7.79|7.21|27|119|2.2|35.6|456|11.6||50.57581|17.93725|12886|"Poland"|945.87|12|4882000|3082000|"27AUG2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|3|0|0|2|5|0|0|0|1|1|1|2|1|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"B11;61;B11"|"4.5"|4|"B"|"B1"|"FL"|572.020000553131|"Fluvisol"|"unconsolidated deposits (alluvium"|"fluvial clays/ silts and loams"|167|12.4198322296143|17.9372500003873|50.5758100002314|4882001.60257724|3081997.48903709
48823118|15960|4882000|3118000|11|7|10|82|3.61|3.02|55.9|1|2.6|16.2|46.9|5||50.89723|17.99236|12931|"Poland"|135.17|25|4882000|3118000|"28AUG2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C22"|5||0|4|2|2|2|8|0|0|0|1|2|1|1|4|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"C20;61;C20;23;E30"|"4.5"|4|"C"|"C2"|"PZ"|579.109999805689|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|172|8.8152437210083|17.9923600003138|50.8972299999646|4882008.29920535|3117998.32953609
48823388|17185|4882000|3388000|7|17|26|56|6.59|6.21|12.7|0|1.4|19.9|215.8|12.4||53.30603|18.43692|14082|"Poland"|254.75|12|4882000|3388000|"11MAY2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|1|4|1|1|0|"PL614"|"PL"|311926|"PL6"|60152|"PL61"|17971|6808|"B11;B13;B11"|"4.5"|4|"B"|"B1"|"FL"|542.210002052784|"Fluvisol"|"unconsolidated deposits (alluvium"|"fluvial clays/ silts and loams"|85|0.405135601758957|18.4369200003578|53.3060299998846|4882000.01557429|3387999.36333766
48823460|17201|4882000|3460000|16|6|20|73|5.37|4.8|8.3|0|1|56.4|76.5|3||53.94788|18.56598|14098|"Poland"|562.91|12|4882000|3460000|"28MAY2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|4|0|0|2|5|0|0|0|1|1|3|1|1|0|"PL635"|"PL"|311926|"PL6"|60152|"PL63"|18170|5268|"B16;11;1;62;1;31;1;11;E20;61;E20"|"4.5"|4|"B"|"B1"|"FL"|635.479999923706|"Fluvisol"|"unconsolidated deposits (alluvium"|"fluvial clays/ silts and loams"|78|14.6616334915161|18.5659800002769|53.9478799995624|4882001.59795297|3460000.9347051
48841910|14326|4884000|1910000|30|32|43|26|8.26|7.49|18.7|99|2|0|238.4|20||40.06485|16.57422|11405|"Italy"|800.64|19|4884000|1910000|"05JUN2009:00:00:00"|"E10"|"E1"|"E"|"8"|2|"U112"|"8"||5||0|2|2|1|2|5|0|0|0|1|2|3|3|4|0|"ITF61"|"IT"|301391|"ITF"|73267|"ITF6"|15085|6651|"E10;C10;PI(;E10;C10;)PI;E10;61;E30"|"5.4"|5|"E"|"E1"|"CM"|599.159999892861|"Cambisol"|"unconsolidated deposits (alluvium"|"marine and estuarine clays and silts"|190|0|16.5742200002529|40.0648499996278|4883999.85407371|1910003.88875273
48841996|14445|4884000|1996000|7|15|22|63|7.98|7.31|11.4|160|1|51.3|278.3|15.3||40.83979|16.65488|11511|"Italy"|1224.14|12|4884000|1996000|"04JUL2009:00:00:00"|"B12"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|3|0|0|2|5|0|0|0|1|1|3|3|1|0|"ITF42"|"IT"|301391|"ITF"|73267|"ITF4"|19355|5132|"B12;1;21;1;B41;1;21;1;B54"|"5.7"|5|"B"|"B1"|"CM"|732.970002260804|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|435|1.14576280117035|16.6548800003118|40.8397899998087|4883996.01994099|1996006.56348248
48842662|12400|4884000|2662000|4|62|36|2|6.95|6.67|98.7|7|8.4|34.1|238.9|56.3||46.81966|17.38519|9758|"Hungary"|1099.77|26|4884000|2662000|"29JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U364"|"8"||4||0|3|0|0|3|8|0|0|0|3|0|0|0|3|0|"HU213"|"HU"|93013|"HU2"|36606|"HU21"|11115|4491|"PI(;E30;)PI;22;D10;E30"|"4.6.1"|4|"E"|"E3"|"LP"|637.730002363026|"Leptosol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|107|9.24597358703613|17.3851900000186|46.8196600002089|4884030.95848713|2662076.09708262
48842878|20812|4884000|2878000|4|27|64|9|6.43|5.55|14.4|1|1.6|18.4|314|14.8||48.75135|17.66946|16438|"Slovakia"|488.54|12|4884000|2878000|"03JUL2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U400"|"8"||5||0|1|0|0|2|8|0|0|0|1|2|1|1|4|0|"SK022"|"SK"|49012|"SK0"|49012|"SK02"|14986|4502|"C10;B71;C10;E20;C10;23;E10"|"4.9000000000000004"|4|"C"|"C1"|"LV"|583.149999830872|"Luvisol"|"unconsolidated deposits (alluvium"|"unconsolidated deposits (alluvium/ weathering residuum and slope deposits)"|339|0|17.6694599997792|48.7513500000026|4883999.44694976|2878000.6448714
48842910|847|4884000|2910000|2|32|44|24|5.21|4.1|14.7|1|1.4|0|159.1|15.3||49.03738|17.71405|1504|"Czech Republic"|301.94|23|4884000|2910000|"28MAY2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U120"|"8"|"C14"|5||0|4|2|2|2|8|0|0|0|1|2|3|1|4|0|"CZ072"|"CZ"|78870|"CZ0"|78870|"CZ07"|9229|3962|"C10;61;C10"|"4.9000000000000004"|4|"C"|"C1"|"CM"|633.950000089407|"Cambisol"|"metamorphic rocks"|"weakly metamorphic rocks"|334|0.905850350856781|17.7140500002074|49.0373799999871|4883999.67732633|2909999.89499902
48842968|692|4884000|2968000|30|48|38|14|7.21|6.81|27.7|4|3|60|21.1|36.2||49.5556|17.79654|1349|"Czech Republic"|3326.08|12|4884000|2968000|"12MAY2009:00:00:00"|"B35"|"B3"|"B"|"8"|1|"U111"|"8"|"B35C"|1||0|4|0|0|2|3|0|0|0|1|2|1|1|1|0|"CZ071"|"CZ"|78870|"CZ0"|78870|"CZ07"|9229|5267|"B35"|"4.5.1"|4|"B"|"B3"|"CM"|620.440000677109|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|335|3.26283025741577|17.796540000121|49.55560000014|4883999.88986998|2967991.22191339
48842982|789|4884000|2982000|4|16|59|24|6.81|5.98|14.4|1|1.6|45.5|153.1|9.5||49.68077|17.81681|1446|"Czech Republic"|841.4|12|4884000|2982000|"05MAY2009:00:00:00"|"B13"|"B1"|"B"|"8"|1|"U111"|"8"||4||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"CZ080"|"CZ"|78870|"CZ0"|78870|"CZ08"|5428|5428|"B13;1;31;1;63;1;31;E20;31;1;B11"|"4.5.1"|4|"B"|"B1"|"LV"|655.010001450777|"Luvisol"|"eolian deposits"|"loess"|286|0.405135601758957|17.8168099995819|49.6807699996359|4884000.53452091|2982001.45821719
48843022|15915|4884000|3022000|4|18|80|2|6.48|5.85|19.8|1|1.6|22.3|201.8|7.8||50.03803|17.87536|12887|"Poland"|599.52|12|4884000|3022000|"02SEP2009:00:00:00"|"B22"|"B2"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|4|1|1|0|"PL522"|"PL"|311926|"PL5"|29358|"PL52"|9411|5140|"B22;B11"|"4.5"|4|"B"|"B2"|"PH"|618.53999882713|"Phaeozem"|"eolian deposits"|"loess"|288|6.56633996963501|17.8753599998641|50.0380300000845|4883999.20252644|3021995.45925144
48843126|15959|4884000|3126000|8|3|7|90|4.01|3.26|20.3|1|0.9|47.8|18.6|9.2||50.96675|18.0329|12930|"Poland"|321.6|24|4884000|3126000|"28AUG2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C32"|4||0|4|2|2|2|8|0|0|0|1|2|1|1|4|0|"PL521"|"PL"|311926|"PL5"|29358|"PL52"|9411|4271|"C30;61;C30;61;C30"|"4.5"|4|"C"|"C3"|"PZ"|579.109999805689|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|161|3.7299497127533|18.0329000001349|50.9667499998127|4883997.57595143|3126004.99090829
48843140|15963|4884000|3140000|9|8|52|40|5.16|4.65|14.6|1|1.1|66|150.8|4.7||51.09167|18.05473|12934|"Poland"|520.42|12|4884000|3140000|"26AUG2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|4|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL521"|"PL"|311926|"PL5"|29358|"PL52"|9411|4271|"B11;E30;62;E30;B11"|"4.5"|4|"B"|"B1"|"PZ"|579.109999805689|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|187|4.04469108581543|18.0547299995899|51.0916700003703|4883999.67291269|3139999.83206387
48843166|16333|4884000|3166000|3|1|6|92|5.03|4.24|10.7|0|0.9|48.1|24.3|1||51.32363|18.09551|13300|"Poland"|234.05|25|4884000|3166000|"03JUN2009:00:00:00"|"B14"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|5|0|0|0|1|1|1|1|1|0|"PL116"|"PL"|311926|"PL1"|53777|"PL11"|18219|5667|"B14;C20;E20;C10"|"4.5"|4|"B"|"B1"|"LV"|541.449999077618|"Luvisol"|"unconsolidated glacial deposits/glacial drift"|"marine and estuarine clays and silts"|172|10.5817594528198|18.0955099996868|51.3236299998247|4883993.18762058|3165987.9923177
48843256|16756|4884000|3256000|4|4|13|83|5|4.4|9.9|1|0.7|93.3|81|3.1||52.12677|18.24119|13669|"Poland"|451.97|12|4884000|3256000|"23SEP2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|3|0|0|2|5|0|0|0|1|2|1|1|1|0|"PL414"|"PL"|311926|"PL4"|66255|"PL41"|29827|6397|"B16;B13;B21;B54;1;B54;E20"|"4.5"|4|"B"|"B1"|"AR"|535.540001797676|"Arenosol"|"unconsolidated glacial deposits/glacial drift"|"glaciofluvial deposits"|103|4.29863834381104|18.2411899998187|52.1267700000355|4883998.7375562|3255999.32574018
48844930|20624|4884000|4930000|29|4|26|70|4.09|3.22|79|1|2.4|62.4|164.1|8.3||67.012903|22.888107|21780|"Sweden"|651.61|25|4884000|4930000|"17SEP2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C31"|5||0|3|2|2|2|8|0|0|0|1|2|1|2|4|0|"SE332"|"SE"|449158|"SE3"|314216|"SE33"|165075|105862|"C30;C20"|"2.2000000000000002"|2|"C"|"C3"|"PZ"|499.500003528595|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|187|2.29061007499695|22.8881070003379|67.0129029998736|4884006.71018497|4929999.94716024
48845088|8208|4884000|5088000|7|2|33|65|4.55|3.58|33.7|0|1.1|0|48.6|5.2||68.41198|23.6683|3797|"Finland"|98.44|36|4884000|5088000|"30JUL2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C21"|3||0|3|2|2|2|8|0|0|0|1|2|1|1|4|0|"FI1A3"|"FI"|337066|"FI1"|335767|"FI1A"|141532|98957|"C20;E10;H12"|"2.2000000000000002"|2|"C"|"C2"|"PZ"|482.080000209808|"Podzol"|"unconsolidated glacial deposits/glacial drift"|"morainic deposits"|334|1.2809591293335|23.6682999999451|68.4119800003768|4884001.73546499|5088000.44727026
