SQUARE,PLOT,ANO,PH,LOI,C_CONC_LOI,C_STOCK_LOI,BULK_DENSITY,MOISTURE,N_PERCENT,N_STOCK,PO4_OLSEN,LC07,LC07_NUM,COUNTRY,COUNTY07,EZ_DESC_07,STATE_PH,STATE_NUMBER
FALEKI,LSWRXMSALI,2007,4.33,95.86832,527.27576,70.53890589,0.089186609,91.68591078,,,,30s,38,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FALEKI,NMZHLCQKOL,2007,4.7,95.9895,527.94225,58.39819527,0.073743161,93.19204575,,,,30s,38,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FAQWDV,KUBUCWPOVH,2007,6.9,7.60829,41.845595,58.60682991,0.933699711,24.17717965,0.38,5.32208835,13.2,27s,35,SCO,Scottish Borders,Lowlands (Scotland),Neutro,5
FAQWDV,UAASLAYLMA,2007,5.23,10.28617,56.573935,,,27.0239625,0.49,,26,27s,35,SCO,Scottish Borders,Lowlands (Scotland),Moderadamente Ácido,3
FAQWDV,YBIIAWNUNE,2007,6.79,8.889314,48.891227,48.59061417,0.662567597,26.36676641,0.43,4.273561,13,27s,35,SCO,Scottish Borders,Lowlands (Scotland),Neutro,5
FAQWDV,YCFXGAHGFA,2007,5.91,5.008026,27.544143,48.13719523,1.165092103,12.7412527,0.26,4.543859201,73.6,27s,35,SCO,Scottish Borders,Lowlands (Scotland),Moderadamente Ácido,3
FBUJKB,GWNLVVFDTY,2007,4.26,4.25913,23.425215,39.75115534,1.131292508,13.27563267,0.11,1.866632638,25,26s,34,SCO,Stirling,Lowlands (Scotland),Fuertemenete Ácido,2
FBUJKB,LQTMFLIBJP,2007,4.72,7.481902,41.150461,50.32969139,0.815376712,37.52284995,0.31,3.791501712,22.1,26s,34,SCO,Stirling,Lowlands (Scotland),Fuertemenete Ácido,2
FBUJKB,SOQAOITDHN,2007,5.55,5.724678,31.485729,50.92118084,1.078185418,30.05134279,0.22,3.558011881,16.6,26s,34,SCO,Stirling,Lowlands (Scotland),Moderadamente Ácido,3
FBUJKB,ZJSHEOSUOD,2007,6.14,2.279034,12.534687,23.59004215,1.254653967,24.17592023,0.07,1.317386665,3.88,26s,34,SCO,Stirling,Lowlands (Scotland),Levemenete Ácido,4
FBWAHU,BXWCNWKXRS,2007,3.98,36.44933,200.471315,172.8368211,0.574768253,37.80341382,0.81,6.98343427,10,18e,20,ENG,Derbyshire,Uplands (England),Extremadamente Ácido,1
FBWAHU,QVVOTLFQLN,2007,4.28,14.11459,77.630245,98.6820846,0.847453932,29.68884891,0.57,7.245731122,8.21,18e,20,ENG,Derbyshire,Uplands (England),Fuertemenete Ácido,2
FBWAHU,RXTGYNLXWF,2007,3.93,19.88743,109.380865,114.5297597,0.698048723,39.78189643,0.45,4.711828879,6.93,18e,20,ENG,Derbyshire,Uplands (England),Extremadamente Ácido,1
FBWAHU,WBOGXROZXO,2007,6.62,6.635358,36.494469,64.69327055,1.181791329,20.96883795,0.3,5.318060982,60.2,18e,20,ENG,Derbyshire,Uplands (England),Neutro,5
FBWAHU,XLQQKRKWMB,2007,4.09,15.27781,84.027955,93.68872559,0.743313941,29.2632462,0.4,4.459883647,4.49,18e,20,ENG,Derbyshire,Uplands (England),Fuertemenete Ácido,2
FDGMIG,APLCMFVFNF,2007,5.06,46.36086,254.98473,80.58797171,0.210700125,81.56143133,,,,22e,22,ENG,Cumbria,Uplands (England),Moderadamente Ácido,3
FDGMIG,CLUDQWWKYL,2007,6.05,9.620884,52.914862,69.69360842,0.878059658,38.8237348,,,,22e,22,ENG,Cumbria,Uplands (England),Levemenete Ácido,4
FDGMIG,HKISUYASGS,2007,4.95,88.913,489.0215,62.57807663,0.0853106,92.50196144,,,,22e,22,ENG,Cumbria,Uplands (England),Fuertemenete Ácido,2
FDGMIG,VRLDLRVENW,2007,5.27,24.34712,133.90916,113.6458875,0.565785978,56.15166143,,,,22e,22,ENG,Cumbria,Uplands (England),Moderadamente Ácido,3
FDGMIG,ZMJOIASUHQ,2007,4.66,11.5725,63.64875,77.83380764,0.815243113,45.17909597,,,,22e,22,ENG,Cumbria,Uplands (England),Fuertemenete Ácido,2
FGGQSX,CDQKEDAFAL,2007,4.35,89.82333,494.028315,131.276352,0.177150915,81.54445193,1.43,3.799887124,43,31s,39,SCO,Orkney Islands,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FGGQSX,CXCAQAQOJX,2007,5.75,16.03458,88.19019,103.2157952,0.780251524,44.48123935,0.5,5.851886427,56.6,31s,39,SCO,Orkney Islands,Intermediate uplands and Islands (Scotland),Moderadamente Ácido,3
FGGQSX,EQBIXRDPML,2007,4.13,88.82768,488.55224,137.0889723,0.187068323,80.47450431,1.57,4.405459006,42,31s,39,SCO,Orkney Islands,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FGGQSX,MUQUSAXAYK,2007,5.33,14.49653,79.730915,95.58427816,0.799223891,42.44403706,0.58,6.953247851,22.7,31s,39,SCO,Orkney Islands,Intermediate uplands and Islands (Scotland),Moderadamente Ácido,3
FGGQSX,ZJXWIKVLSK,2007,4.44,60.92244,335.07342,165.1040105,0.328493201,71.11137036,1.19,5.86360364,20.9,31s,39,SCO,Orkney Islands,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FIAYXI,DSCKEBJVXT,2007,4.83,29.00499,159.527445,109.9076201,0.45930496,65.08713451,,,,22s,30,SCO,Scottish Borders,True uplands (Scotland),Fuertemenete Ácido,2
FIAYXI,ERWYIIRCJH,2007,4.08,50.67737,278.725535,122.5394588,0.293094684,68.22003786,,,,22s,30,SCO,Scottish Borders,True uplands (Scotland),Fuertemenete Ácido,2
FIAYXI,MYBBLHBOMY,2007,4.04,29.8722,164.2971,106.6384503,0.432705752,62.00607447,,,,22s,30,SCO,Scottish Borders,True uplands (Scotland),Fuertemenete Ácido,2
FIAYXI,OWUZVMYHNC,2007,4.96,20.3192,111.7556,69.54796032,0.414881285,41.39273518,,,,22s,30,SCO,Scottish Borders,True uplands (Scotland),Fuertemenete Ácido,2
FIAYXI,TPKGXVBPZC,2007,4.49,40.81427,224.478485,135.7199974,0.403067574,57.5960925,,,,22s,30,SCO,Scottish Borders,True uplands (Scotland),Fuertemenete Ácido,2
FITMPO,DAOPCNCZOW,2007,5.49,2.38483,13.116565,29.73385746,1.511262411,17.36465726,,,,13s,26,SCO,South Ayrshire,Lowlands (Scotland),Moderadamente Ácido,3
FITMPO,KOMWQRFLSV,2007,7.31,2.729276,15.011018,33.38310046,1.482604331,20.01726707,,,,13s,26,SCO,South Ayrshire,Lowlands (Scotland),Neutro,5
FITMPO,OVPCSLWHAD,2007,6.63,3.132063,17.2263465,31.09712659,1.203471539,23.9990363,,,,13s,26,SCO,South Ayrshire,Lowlands (Scotland),Neutro,5
FITMPO,PVEFGNABSH,2007,6.43,2.978604,16.382322,35.81236679,1.457358194,19.44391252,,,,13s,26,SCO,South Ayrshire,Lowlands (Scotland),Levemenete Ácido,4
FJXZSU,AVHPYLAWFN,2007,3.84,25.31723,139.244765,62.7986054,0.300662915,58.89122838,,,,19e,21,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FJXZSU,OHXGLLQSLP,2007,4.16,51.1823,281.50265,112.4555216,0.266321996,63.93414517,,,,19e,21,ENG,North Yorkshire,Uplands (England),Fuertemenete Ácido,2
FJXZSU,QFOGUBZNWP,2007,3.96,74.27575,408.516625,157.1982925,0.256535121,76.24298516,,,,19e,21,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FJXZSU,TCIDBNHZRR,2007,3.88,17.9591,98.77505,68.39212115,0.461601866,38.48863484,,,,19e,21,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FJXZSU,ZLMSHUXXUL,2007,3.87,17.61173,96.864515,63.98674761,0.440386572,53.0413772,,,,19e,21,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FKKANQ,DBHQSAAHCE,2007,5,54.84284,301.63562,38.621238,0.085359587,91.96464465,,,,21s,29,SCO,Stirling,True uplands (Scotland),Moderadamente Ácido,3
FKKANQ,KVVDWSVBSV,2007,5.01,93.01459,511.580245,70.99132171,0.092512462,89.94898967,,,,21s,29,SCO,Stirling,True uplands (Scotland),Moderadamente Ácido,3
FKKANQ,LAXCKHVNSX,2007,5.22,10.04591,55.252505,67.08073673,0.809383957,42.59671392,,,,21s,29,SCO,Stirling,True uplands (Scotland),Moderadamente Ácido,3
FKKANQ,ROQIWGVGUE,2007,5.38,13.97780843,76.87794635,57.49584989,0.498589887,57.94015956,,,,21s,29,SCO,Stirling,True uplands (Scotland),Moderadamente Ácido,3
FKKANQ,SDPYVSTZLA,2007,5.52,29.55128963,162.5320929,74.53907488,0.305740951,73.8112003,,,,21s,29,SCO,Stirling,True uplands (Scotland),Moderadamente Ácido,3
FLEZYA,FLTWELQDBC,2007,6.93,6.544209,35.9931495,67.71193168,1.254163318,6.982132432,,,,8e,8,ENG,Cumbria,Westerly lowlands (England),Neutro,5
FLEZYA,MARQTINKRU,2007,6.87,4.800815,26.4044825,51.86886668,1.309597507,23.34686363,,,,8e,8,ENG,Cumbria,Westerly lowlands (England),Neutro,5
FLEZYA,WXKNPGZEKT,2007,6.53,4.439061,24.4148355,,,4.25038465,,,,8e,8,ENG,Cumbria,Westerly lowlands (England),Neutro,5
FLEZYA,YSCHSPQTXL,2007,6.53,6.657827,36.6180485,64.69666145,1.177864725,23.85325973,,,,8e,8,ENG,Cumbria,Westerly lowlands (England),Neutro,5
FLWHQO,GXCSTYEDOR,2007,4.54,5.527051,30.3987805,38.09613567,0.835475087,18.45768967,,,,17e,16,ENG,Shropshire,Uplands (England),Fuertemenete Ácido,2
FLWHQO,HVUKNXKLWK,2007,7.5,3.656188,20.109034,45.93931078,1.52300738,22.25797284,,,,17e,16,ENG,Shropshire,Uplands (England),Levemenete Alcalino,6
FLWHQO,KVTRWMIRDL,2007,6.32,3.196857,17.5827135,,,,,,,17e,16,ENG,Shropshire,Uplands (England),Levemenete Ácido,4
FLWHQO,LUXFYGZFPT,2007,6.7,3.431603,18.8738165,,,,,,,17e,16,ENG,Shropshire,Uplands (England),Neutro,5
FLWHQO,OWESZKAYZG,2007,6.71,3.55979,19.578845,,,,,,,17e,16,ENG,Shropshire,Uplands (England),Neutro,5
FMAYXW,DXTJIDQZGO,2007,7.73,4.937951,27.1587305,37.95913943,0.931784825,26.1535303,,,,5e,5,ENG,Devon,Westerly lowlands (England),Levemenete Alcalino,6
FMAYXW,GLFWDYZHYR,2007,6.56,5.984612,32.915366,45.26419403,0.916779396,29.29757225,,,,5e,5,ENG,Devon,Westerly lowlands (England),Neutro,5
FMAYXW,GQKLNNLMME,2007,4.37,10.69633,58.829815,46.00643658,0.521350572,36.0734144,,,,5e,5,ENG,Devon,Westerly lowlands (England),Fuertemenete Ácido,2
FMAYXW,MLNLBWCATS,2007,7.06,4.165707,22.9113885,,,,,,,5e,5,ENG,Devon,Westerly lowlands (England),Neutro,5
FMAYXW,VVCRJIRCYW,2007,5.32,6.313272,34.722996,39.29143262,0.754378695,24.85549469,,,,5e,5,ENG,Devon,Westerly lowlands (England),Moderadamente Ácido,3
FMFSCG,CJUQKIAOUQ,2007,5.73,11.48461,63.165355,52.98093355,0.559177137,54.56331538,0.58,4.864841092,,24s,32,SCO,Highland,True uplands (Scotland),Moderadamente Ácido,3
FMFSCG,QGLKDQWEFA,2007,4.49,92.4829,508.65595,67.52551894,0.088501889,91.85426293,,,,24s,32,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FMFSCG,UHKFCLMOHW,2007,4.49,91.63032,503.96676,71.08726911,0.094036981,89.09083287,,,111,24s,32,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FMFSCG,WHQWCDYBBZ,2007,4.49,93.11219,512.117045,66.45924871,0.086515702,89.63349052,,,34,24s,32,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FMQFWX,DRAHSUNOZR,2007,7.02,6.513242,35.822831,50.60668993,0.941795842,29.15498619,0.39,5.509505676,24.3,7e,7,ENG,Cornwall and Isles of Scilly,Westerly lowlands (England),Neutro,5
FMQFWX,HVHFSUSWVQ,2007,7.83,5.849884,32.174362,52.35351461,1.084787418,22.31374566,0.33,5.369697718,55.4,7e,7,ENG,Cornwall and Isles of Scilly,Westerly lowlands (England),Levemenete Alcalino,6
FMQFWX,NLOKCQHPAA,2007,7.81,7.785663,42.8211465,48.37020844,0.753057969,29.2763916,0.5,5.64793477,44.8,7e,7,ENG,Cornwall and Isles of Scilly,Westerly lowlands (England),Levemenete Alcalino,6
FMQFWX,YWEACPJFTQ,2007,6.48,6.587929,36.2336095,49.11967108,0.903758909,30.95313104,0.43,5.829244962,41.7,7e,7,ENG,Cornwall and Isles of Scilly,Westerly lowlands (England),Levemenete Ácido,4
FNQTOM,DNNZYDAXHK,2007,8.07,4.92447,27.084585,48.65764341,1.197671256,20.64341724,0.19,3.41336308,35.7,11e,11,ENG,Oxfordshire,Easterly lowlands (England),Moderadamente Alcalino,7
FNQTOM,IUNNQQIGTB,2007,7.85,6.293926,34.616593,61.69639918,1.188185469,22.1063086,0.23,4.099239868,44.9,11e,11,ENG,Oxfordshire,Easterly lowlands (England),Levemenete Alcalino,6
FNQTOM,SQNNXRALLO,2007,7.58,9.283666,51.060163,93.58395221,1.221878228,26.34494281,0.43,7.881114569,14,11e,11,ENG,Oxfordshire,Easterly lowlands (England),Levemenete Alcalino,6
FNQTOM,XODTYUVHCM,2007,8,4.603806,25.320933,31.55656041,0.830842487,22.5459212,0.18,2.243274714,48,11e,11,ENG,Oxfordshire,Easterly lowlands (England),Moderadamente Alcalino,7
FOXCNS,AWHJSKHHMW,2007,3.93,93.30312,513.16716,82.25294785,0.106856601,89.34113,,,80,23e,23,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FOXCNS,LHLWQEXSGF,2007,3.74,93.81255,515.969025,96.97384315,0.125296724,88.46945693,,,191,23e,23,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FOXCNS,LITDKFQSSH,2007,3.76,93.71841,515.451255,89.41096502,0.115641022,89.45558079,,,79,23e,23,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FOXCNS,UTUWFNOBUW,2007,4.33,92.95705,511.263775,86.86433452,0.113267474,88.82678366,,,61,23e,23,ENG,North Yorkshire,Uplands (England),Fuertemenete Ácido,2
FOXCNS,WWLTRNOZLT,2007,3.84,93.44103,513.925665,61.76343653,0.080119806,90.66998034,2.02,2.427630108,140,23e,23,ENG,North Yorkshire,Uplands (England),Extremadamente Ácido,1
FOXRQT,FMGARZPTXO,2007,4.47,14.94982,82.22401,80.29909987,0.651059627,50.21491934,,,,22e,22,ENG,Cumbria,Uplands (England),Fuertemenete Ácido,2
FOXRQT,QTXPVMQQDP,2007,4.97,16.52282,90.87551,93.17770961,0.683555702,47.06097352,,,,22e,22,ENG,Cumbria,Uplands (England),Fuertemenete Ácido,2
FOXRQT,UERLBUDJPX,2007,4.4,21.49249,118.208695,93.26524998,0.525992046,58.41022473,,,,22e,22,ENG,Cumbria,Uplands (England),Fuertemenete Ácido,2
FPZGGG,CUIRTOMHRF,2007,4.24,91.53272,503.42996,58.11360855,0.076956893,91.94705398,,,,21s,29,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FPZGGG,OCQBSPQSLW,2007,4.46,95.07509,522.912995,93.37875528,0.119049448,86.83281322,,,,21s,29,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FPZGGG,PEUJINHZUQ,2007,4.44,97.06146,533.83803,86.62071483,0.108173528,89.44628917,,,,21s,29,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FPZGGG,SMRCDEBCHB,2007,4.46,95.55707,525.563885,80.23370315,0.101774755,89.7527864,,,,21s,29,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FPZGGG,ZTNMHEJXTM,2007,4.5,95.24789,523.863395,25.21170513,0.032084325,96.77658409,,,,21s,29,SCO,Highland,True uplands (Scotland),Fuertemenete Ácido,2
FQDMAZ,CGLOKJHRQL,2007,6.6,6.85457,37.700135,66.61311984,1.177946619,24.14524716,,,,1e,1,ENG,Hampshire,Westerly lowlands (England),Neutro,5
FQDMAZ,DGOOEMDJLN,2007,6.34,5.438731,29.9130205,,,22.79700156,,,,1e,1,ENG,Hampshire,Westerly lowlands (England),Levemenete Ácido,4
FQDMAZ,HNBZBEPKUN,2007,7.13,8.527578,46.901679,,,22.56691395,,,,1e,1,ENG,Hampshire,Westerly lowlands (England),Neutro,5
FQDMAZ,LDZZPMHFZX,2007,5.83,5.505636,30.280998,,,20.17535499,,,,1e,1,ENG,Hampshire,Westerly lowlands (England),Moderadamente Ácido,3
FRDJSC,CYTEPQQEPQ,2007,5.35,18.48376,101.66068,80.34975169,0.526914645,59.19589165,,,,15w,44,WAL,Dyfed,Lowlands (Wales),Moderadamente Ácido,3
FRDJSC,EGTFLAMWWY,2007,5.09,18.54938,102.02159,84.68556389,0.553383285,59.54810699,,,,15w,44,WAL,Dyfed,Lowlands (Wales),Moderadamente Ácido,3
FRDJSC,HLFFPVPSMT,2007,5.66,14.20343,78.118865,74.14936774,0.632790963,53.33214846,,,,15w,44,WAL,Dyfed,Lowlands (Wales),Moderadamente Ácido,3
FRDJSC,NMVMAVNPYF,2007,5.22,11.39928,62.69604,73.2856925,0.779269765,48.35048635,,,,15w,44,WAL,Dyfed,Lowlands (Wales),Moderadamente Ácido,3
FSSIYV,KEKKFWWKVG,2007,6.39,45.61885,250.903675,181.9062137,0.483336122,48.80309556,,,,13e,13,ENG,Greater Manchester,Westerly lowlands (England),Levemenete Ácido,4
FSSIYV,KVJOIODEBJ,2007,6.05,49.97083,274.839565,194.7457646,0.472386535,54.51667383,,,,13e,13,ENG,Greater Manchester,Westerly lowlands (England),Levemenete Ácido,4
FSSIYV,QKUCQWVDKJ,2007,3.51,71.3019,392.16045,105.3456597,0.179085983,67.21857089,,,,13e,13,ENG,Greater Manchester,Westerly lowlands (England),Extremadamente Ácido,1
FSSIYV,WKAPFYREAI,2007,6.41,38.15937,209.876535,198.2553415,0.629752286,35.76568664,,,,13e,13,ENG,Greater Manchester,Westerly lowlands (England),Levemenete Ácido,4
FSZBXT,AZKSJMIVXP,2007,6.21,8.308078,45.694429,71.94127501,1.049599504,27.40250398,,,,1e,1,ENG,Shropshire,Westerly lowlands (England),Levemenete Ácido,4
FSZBXT,CMEAILGKAY,2007,4.34,5.613117,30.8721435,45.61065044,0.984936478,24.21152861,,,,1e,1,ENG,Shropshire,Westerly lowlands (England),Fuertemenete Ácido,2
FSZBXT,DSWLZRHNER,2007,4.2,14.95292,82.24106,79.00980557,0.640473308,29.22242319,,,,1e,1,ENG,Shropshire,Westerly lowlands (England),Fuertemenete Ácido,2
FSZBXT,NUBPWBNUOH,2007,4.76,5.182196,28.502078,56.94944949,1.332053742,11.40588249,,,,1e,1,ENG,Shropshire,Westerly lowlands (England),Fuertemenete Ácido,2
FSZBXT,WWRCEENRYF,2007,4.61,7.849347,43.1714085,51.78130813,0.799623484,22.0856563,,,,1e,1,ENG,Shropshire,Westerly lowlands (England),Fuertemenete Ácido,2
FTFESP,AVEVZXPBAS,2007,4.27,11.32602,62.29311,61.52901585,0.65848926,51.20771544,,,,18s,27,SCO,Argyll & Bute,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FTFESP,CXDKMRQVAZ,2007,4.79,16.13084,88.71962,70.38857123,0.528921496,57.24186442,,,,18s,27,SCO,Argyll & Bute,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FTFESP,IWYYSVNSKB,2007,4.22,87.64006,482.02033,95.53548414,0.132132026,86.03009282,,,,18s,27,SCO,Argyll & Bute,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FTFESP,VZMAZWJJLF,2007,4.18,62.74596,345.10278,59.54544004,0.115029383,84.42138026,,,,18s,27,SCO,Argyll & Bute,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
FXDGSF,AAKYTFKOZE,2007,5.56,15.59727,85.784985,89.28417084,0.693860127,42.77513493,,,,17w3,19,WAL,Dyfed,Uplands (Wales),Moderadamente Ácido,3
FXDGSF,FILLQRXOQH,2007,5.68,12.04295,66.236225,42.06557009,0.423389367,41.7541664,,,,17w3,19,WAL,Dyfed,Uplands (Wales),Moderadamente Ácido,3
FXDGSF,GUVSLRGBXR,2007,4.33,12.3169,67.74295,73.85221759,0.726788717,39.87554913,,,,17w3,19,WAL,Dyfed,Uplands (Wales),Fuertemenete Ácido,2
FXDGSF,HLHVIJAJUW,2007,5.9,10.24399,56.341945,62.30280554,0.737198613,38.08313082,,,,17w3,19,WAL,Dyfed,Uplands (Wales),Moderadamente Ácido,3
FXDGSF,XRPZQLUIRW,2007,7.14,10.4213,57.31715,77.05354292,0.896224404,37.87940752,,,,17w3,19,WAL,Dyfed,Uplands (Wales),Neutro,5
FXMRQH,OFMTXFPPPT,2007,6.43,10.27118,56.49149,34.07770565,0.402157395,73.35813128,,,,17w1,17,WAL,Gwynedd,Uplands (Wales),Levemenete Ácido,4
FXMRQH,QKZWYYFBRV,2007,5.85,12.71837,69.951035,113.1303879,1.078186457,26.57000296,,,,17w1,17,WAL,Gwynedd,Uplands (Wales),Moderadamente Ácido,3
FXMRQH,QQBCDRWSVM,2007,4.66,16.73573,92.046515,112.6425407,0.815837809,25.67115461,,,,17w1,17,WAL,Gwynedd,Uplands (Wales),Fuertemenete Ácido,2
FXMRQH,WYALJWWMLF,2007,5.03,90.16424,495.90332,30.22783749,0.040636735,94.96292547,,,,17w1,17,WAL,Gwynedd,Uplands (Wales),Moderadamente Ácido,3
GAEJTI,LJAWBASZID,2007,5.42,8.649204,47.570622,40.5386424,0.568118735,39.21923932,,,,25s,33,SCO,Aberdeenshire,Lowlands (Scotland),Moderadamente Ácido,3
GAEJTI,NKSKTFDMJJ,2007,5.52,7.274222,40.008221,,,,,,,25s,33,SCO,Aberdeenshire,Lowlands (Scotland),Moderadamente Ácido,3
GCDFIO,GFKPBWPOGX,2007,4.49,5.846401,32.1552055,60.01627729,1.244304022,28.33539319,0.27,5.039431289,29.6,7w,43,WAL,Gwynedd,Lowlands (Wales),Fuertemenete Ácido,2
GCDFIO,HZPSCRJFBQ,2007,5.83,5.635199,30.9935945,60.25926306,1.296165956,23.70179423,0.26,5.055047227,8.07,7w,43,WAL,Gwynedd,Lowlands (Wales),Moderadamente Ácido,3
GCDFIO,JLLLZYDQVC,2007,5.94,7.315706,40.236383,66.63093722,1.1039915,31.35137913,0.37,6.127152824,6.93,7w,43,WAL,Gwynedd,Lowlands (Wales),Moderadamente Ácido,3
GCDFIO,KAYDKJBHJS,2007,4.49,6.857782,37.717801,62.25462155,1.100357919,26.19183994,0.36,5.941932765,9.2,7w,43,WAL,Gwynedd,Lowlands (Wales),Fuertemenete Ácido,2
GCDFIO,VQGFJHIZWH,2007,6.03,10.98764,60.43202,94.06147172,1.037655994,32.33812969,0.61,9.49455235,22.4,7w,43,WAL,Gwynedd,Lowlands (Wales),Levemenete Ácido,4
GCFNAZ,CWCGOCVLPB,2007,4.07,95.42812,524.85466,106.0287549,0.134676972,85.24811095,2.21,4.464541637,,13s,26,SCO,Argyll & Bute,Lowlands (Scotland),Fuertemenete Ácido,2
GCFNAZ,JBEZEWTRDH,2007,4.5,96.14232,528.78276,44.30624635,0.055859419,92.07953387,1.37,1.147911053,,13s,26,SCO,Argyll & Bute,Lowlands (Scotland),Fuertemenete Ácido,2
GCFNAZ,LAKOFGZXLX,2007,4.63,62.41731,343.295205,113.6347335,0.220674475,78.42305728,1.17,3.872837029,21.7,13s,26,SCO,Argyll & Bute,Lowlands (Scotland),Fuertemenete Ácido,2
GCFNAZ,SEHRXMSNVH,2007,5.23,6.982302,38.402661,47.97978386,0.83292464,43.16788442,0.28,3.498283486,8.11,13s,26,SCO,Argyll & Bute,Lowlands (Scotland),Moderadamente Ácido,3
GCFNAZ,SJEJPCXPXH,2007,4.17,95.5023,525.26265,56.2912664,0.07144523,90.76360467,1.65,1.768269447,23,13s,26,SCO,Argyll & Bute,Lowlands (Scotland),Fuertemenete Ácido,2
GCJEBY,JRLNQHTXVX,2007,7.02,10.02521,55.138655,68.55524416,0.828883042,21.06084706,,,,2e,2,ENG,Hampshire,Easterly lowlands (England),Neutro,5
GCJEBY,NNLPKDNGTT,2007,7.9,20.2523,111.38765,119.8141424,0.7171001,34.59308045,,,,2e,2,ENG,Hampshire,Easterly lowlands (England),Levemenete Alcalino,6
GCJEBY,VNUOVKNXFL,2007,8.07,8.832863,48.5807465,46.56752524,0.639039518,27.08738317,,,,2e,2,ENG,Hampshire,Easterly lowlands (England),Moderadamente Alcalino,7
GCKECU,BRHHHYSKWE,2007,5.86,8.352953,45.9412415,66.36197667,0.962997871,30.35710134,0.35,5.055738825,23,26s,34,SCO,Aberdeenshire,Lowlands (Scotland),Moderadamente Ácido,3
GCKECU,QQTYNQUTXG,2007,5.55,15.99091,87.950005,89.73501479,0.680197155,46.26939003,0.57,5.815685676,56,26s,34,SCO,Aberdeenshire,Lowlands (Scotland),Moderadamente Ácido,3
GCKECU,SJYZAPEHJP,2007,5.62,5.40179,29.709845,54.61488525,1.225517114,22.28394981,0.22,4.044206476,16,26s,34,SCO,Aberdeenshire,Lowlands (Scotland),Moderadamente Ácido,3
GCKECU,WTTHQTFXNN,2007,6.06,5.587845,30.7331475,44.7794442,0.971360411,21.86936826,0.21,3.059785296,39,26s,34,SCO,Aberdeenshire,Lowlands (Scotland),Levemenete Ácido,4
GGCZVE,IYWUXIZLSU,2007,4.61,92.78496,510.31728,71.82887723,0.09383558,91.443088,,,,28s,36,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
GGCZVE,KOFJUMEMQV,2007,4.54,96.28682,529.57751,115.4615604,0.145350533,84.32155323,,,,28s,36,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
GGCZVE,KOIXETOYCD,2007,4.52,93.83112,516.07116,69.53958258,0.089832033,91.10995749,,,,28s,36,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
GGCZVE,VFZQLSHBIU,2007,4.52,95.31194,524.21567,56.78533565,0.072216251,92.78591001,,,,28s,36,SCO,Highland,Intermediate uplands and Islands (Scotland),Fuertemenete Ácido,2
GGCZVE,XFSZSQDYMP,2007,5.5,11.25404,61.89722,82.74223094,0.891178752,38.99402309,,,,28s,36,SCO,Highland,Intermediate uplands and Islands (Scotland),Moderadamente Ácido,3
GKPUAI,GPDOIDCREE,2007,4.35,34.52449,189.884695,89.72297862,0.315008638,48.29229085,1.02,4.819632156,6.84,13e,13,ENG,Cumbria,Westerly lowlands (England),Fuertemenete Ácido,2
GKPUAI,IFKYSILARB,2007,5.18,10.1823,56.00265,57.55633423,0.685162032,46.72826664,0.48,4.933166632,4.6,13e,13,ENG,Cumbria,Westerly lowlands (England),Moderadamente Ácido,3
GKPUAI,OYVVMOYDCH,2007,4.64,23.22137,127.717535,86.72857664,0.452710359,57.69347418,0.9,6.111589843,3.1,13e,13,ENG,Cumbria,Westerly lowlands (England),Fuertemenete Ácido,2
GKPUAI,VSPXMINHMG,2007,4.64,26.67487,146.711785,85.30898316,0.387648855,49.16201741,0.88,5.116964883,4.29,13e,13,ENG,Cumbria,Westerly lowlands (England),Fuertemenete Ácido,2
GLYVQA,CJRGUQWAWE,2007,4.7,14.81937,81.506535,78.51858426,0.642227312,46.07281741,,,,17w2,18,WAL,Powys,Uplands (Wales),Fuertemenete Ácido,2
